time_hour,carrier,flight,air_time,dep_delay,arr_delay,origin,dest,distance,Month,Day,HourOfDay,DayOfWeek
2013-07-01T11:00:00Z,UA,1665,302,-2,-36,EWR,LAX,2454,7,1,7,Mon
2013-07-01T11:00:00Z,EV,4246,101,0,32,EWR,DTW,488,7,1,7,Mon
2013-07-01T11:00:00Z,AA,443,164,-7,-4,JFK,MIA,1089,7,1,7,Mon
2013-07-01T10:00:00Z,EV,4533,68,40,56,EWR,BUF,282,7,1,6,Mon
2013-07-01T10:00:00Z,B6,525,151,21,45,JFK,TPA,1005,7,1,6,Mon
2013-07-01T10:00:00Z,DL,315,200,16,-4,JFK,SJU,1598,7,1,6,Mon
2013-07-01T11:00:00Z,VX,399,304,-4,-33,JFK,LAX,2475,7,1,7,Mon
2013-07-01T10:00:00Z,WN,428,109,18,28,LGA,MKE,738,7,1,6,Mon
2013-07-01T11:00:00Z,AA,2279,163,9,22,LGA,MIA,1096,7,1,7,Mon
2013-07-01T11:00:00Z,UA,1160,42,10,0,EWR,BOS,200,7,1,7,Mon
2013-07-01T10:00:00Z,US,15,274,30,16,JFK,PHX,2153,7,1,6,Mon
2013-07-01T11:00:00Z,UA,318,191,-3,12,LGA,IAH,1416,7,1,7,Mon
2013-07-01T11:00:00Z,AA,1815,140,-6,10,JFK,MCO,944,7,1,7,Mon
2013-07-01T11:00:00Z,AS,15,306,0,-36,EWR,SEA,2402,7,1,7,Mon
2013-07-01T11:00:00Z,DL,269,310,21,-9,JFK,SFO,2586,7,1,7,Mon
2013-07-01T10:00:00Z,FL,345,130,84,118,LGA,ATL,762,7,1,6,Mon
2013-07-01T11:00:00Z,B6,461,142,-5,5,LGA,PBI,1035,7,1,7,Mon
2013-07-01T11:00:00Z,DL,1771,315,-6,10,JFK,SEA,2422,7,1,7,Mon
2013-07-01T11:00:00Z,DL,831,93,-6,-6,LGA,DTW,502,7,1,7,Mon
2013-07-01T11:00:00Z,UA,1060,325,20,15,EWR,PDX,2434,7,1,7,Mon
2013-07-01T11:00:00Z,VX,183,316,-4,-42,EWR,SFO,2565,7,1,7,Mon
2013-07-01T11:00:00Z,WN,463,97,1,-17,EWR,BNA,748,7,1,7,Mon
2013-07-01T11:00:00Z,MQ,3547,159,17,24,LGA,XNA,1147,7,1,7,Mon
2013-07-01T11:00:00Z,UA,1591,196,7,30,EWR,IAH,1400,7,1,7,Mon
2013-07-01T11:00:00Z,UA,1668,340,-3,-17,EWR,SFO,2565,7,1,7,Mon
2013-07-01T11:00:00Z,AA,1949,290,-3,2,JFK,LAS,2248,7,1,7,Mon
2013-07-01T11:00:00Z,AA,1757,151,-2,4,JFK,TPA,1005,7,1,7,Mon
2013-07-01T11:00:00Z,VX,11,315,-6,-37,JFK,SFO,2586,7,1,7,Mon
2013-07-01T11:00:00Z,WN,163,209,0,16,LGA,HOU,1428,7,1,7,Mon
2013-07-01T11:00:00Z,AA,33,306,6,34,JFK,LAX,2475,7,1,7,Mon
2013-07-01T11:00:00Z,DL,2003,168,37,55,LGA,MIA,1096,7,1,7,Mon
2013-07-01T11:00:00Z,DL,807,126,-6,15,EWR,ATL,746,7,1,7,Mon
2013-07-01T11:00:00Z,B6,8,48,-4,0,JFK,PWM,273,7,1,7,Mon
2013-07-01T11:00:00Z,UA,759,131,-5,3,EWR,ORD,719,7,1,7,Mon
2013-07-01T10:00:00Z,B6,675,173,57,106,JFK,MSY,1182,7,1,6,Mon
2013-07-01T11:00:00Z,EV,3824,84,23,13,EWR,GRR,605,7,1,7,Mon
2013-07-01T11:00:00Z,B6,163,166,-2,31,JFK,SRQ,1041,7,1,7,Mon
2013-07-01T11:00:00Z,EV,4224,38,-2,-9,EWR,ALB,143,7,1,7,Mon
2013-07-01T11:00:00Z,UA,351,137,20,18,EWR,MCO,937,7,1,7,Mon
2013-07-01T11:00:00Z,EV,4099,119,-6,-22,EWR,STL,872,7,1,7,Mon
2013-07-01T11:00:00Z,B6,2702,54,-4,-8,JFK,BUF,301,7,1,7,Mon
2013-07-01T11:00:00Z,AA,309,114,-6,-24,LGA,ORD,733,7,1,7,Mon
2013-07-01T11:00:00Z,AA,59,321,-5,-25,JFK,SFO,2586,7,1,7,Mon
2013-07-01T11:00:00Z,B6,1717,176,1,97,LGA,TPA,1010,7,1,7,Mon
2013-07-01T11:00:00Z,B6,1289,206,21,8,EWR,SJU,1608,7,1,7,Mon
2013-07-01T11:00:00Z,MQ,3478,81,-4,4,LGA,DTW,502,7,1,7,Mon
2013-07-01T12:00:00Z,B6,677,122,-8,3,JFK,JAX,828,7,1,8,Mon
2013-07-01T11:00:00Z,MQ,3709,129,-3,9,EWR,ORD,719,7,1,7,Mon
2013-07-01T11:00:00Z,DL,2119,136,-2,0,LGA,MSP,1020,7,1,7,Mon
2013-07-01T11:00:00Z,US,1733,93,-1,60,LGA,CLT,544,7,1,7,Mon
2013-07-01T12:00:00Z,EV,4407,151,-7,-22,EWR,OMA,1134,7,1,8,Mon
2013-07-01T12:00:00Z,DL,1109,168,-9,115,LGA,TPA,1010,7,1,8,Mon
2013-07-01T12:00:00Z,DL,2190,148,-4,-9,JFK,MIA,1089,7,1,8,Mon
2013-07-01T12:00:00Z,US,2165,59,-4,10,LGA,DCA,214,7,1,8,Mon
2013-07-01T12:00:00Z,DL,1271,151,-3,18,JFK,FLL,1069,7,1,8,Mon
2013-07-01T12:00:00Z,AA,655,198,-2,-6,JFK,STT,1623,7,1,8,Mon
2013-07-01T10:00:00Z,B6,905,109,71,86,JFK,ORD,740,7,1,6,Mon
2013-07-01T12:00:00Z,B6,901,157,-2,41,JFK,FLL,1069,7,1,8,Mon
2013-07-01T11:00:00Z,B6,1273,98,9,27,JFK,CHS,636,7,1,7,Mon
2013-07-01T12:00:00Z,B6,1491,43,-1,8,JFK,ACK,199,7,1,8,Mon
2013-07-01T12:00:00Z,DL,2457,179,-1,16,LGA,MSY,1183,7,1,8,Mon
2013-07-01T12:00:00Z,9E,3507,167,0,16,JFK,MSY,1182,7,1,8,Mon
2013-07-01T12:00:00Z,B6,885,73,0,47,JFK,RDU,427,7,1,8,Mon
2013-07-01T12:00:00Z,EV,5463,110,-1,-9,LGA,BNA,764,7,1,8,Mon
2013-07-01T11:00:00Z,EV,4125,75,16,45,EWR,GSO,445,7,1,7,Mon
2013-07-01T12:00:00Z,9E,3611,65,-3,9,JFK,PIT,340,7,1,8,Mon
2013-07-01T11:00:00Z,UA,1547,194,12,33,EWR,DFW,1372,7,1,7,Mon
2013-07-01T11:00:00Z,EV,3854,46,23,17,EWR,BTV,266,7,1,7,Mon
2013-07-01T11:00:00Z,UA,561,202,12,12,LGA,DEN,1620,7,1,7,Mon
2013-07-01T12:00:00Z,DL,27,110,0,2,JFK,ATL,760,7,1,8,Mon
2013-07-01T12:00:00Z,B6,281,199,-4,2,JFK,HOU,1428,7,1,8,Mon
2013-07-01T12:00:00Z,DL,2395,163,11,164,LGA,PBI,1035,7,1,8,Mon
2013-07-01T12:00:00Z,DL,1429,278,-3,21,JFK,LAS,2248,7,1,8,Mon
2013-07-01T10:00:00Z,MQ,3676,86,102,237,LGA,CLT,544,7,1,6,Mon
2013-07-01T12:00:00Z,UA,1223,304,6,-20,EWR,LAX,2454,7,1,8,Mon
2013-07-01T12:00:00Z,EV,4419,155,2,80,EWR,XNA,1131,7,1,8,Mon
2013-07-01T12:00:00Z,EV,4519,102,-2,40,EWR,AVL,583,7,1,8,Mon
2013-07-01T12:00:00Z,9E,3538,155,0,8,JFK,MSP,1029,7,1,8,Mon
2013-07-01T12:00:00Z,DL,914,207,0,-14,LGA,DEN,1620,7,1,8,Mon
2013-07-01T12:00:00Z,DL,1167,157,0,20,JFK,TPA,1005,7,1,8,Mon
2013-07-01T11:00:00Z,WN,3841,103,30,29,EWR,MDW,711,7,1,7,Mon
2013-07-01T12:00:00Z,US,1231,79,2,119,EWR,CLT,529,7,1,8,Mon
2013-07-01T12:00:00Z,EV,4691,94,19,110,EWR,DAY,533,7,1,8,Mon
2013-07-01T12:00:00Z,DL,1959,141,-4,32,JFK,MCO,944,7,1,8,Mon
2013-07-01T12:00:00Z,UA,1193,302,-1,-32,EWR,SEA,2402,7,1,8,Mon
2013-07-01T12:00:00Z,DL,857,295,-3,5,JFK,SAN,2446,7,1,8,Mon
2013-07-01T12:00:00Z,DL,1157,157,-7,9,EWR,MSP,1008,7,1,8,Mon
2013-07-01T12:00:00Z,9E,4231,36,-6,6,JFK,MVY,173,7,1,8,Mon
2013-07-01T12:00:00Z,US,1831,89,-2,31,JFK,CLT,541,7,1,8,Mon
2013-07-01T12:00:00Z,EV,4297,80,-5,0,EWR,DTW,488,7,1,8,Mon
2013-07-01T12:00:00Z,AA,1838,42,-5,2,JFK,BOS,187,7,1,8,Mon
2013-07-01T12:00:00Z,UA,397,336,-4,8,JFK,SFO,2586,7,1,8,Mon
2013-07-01T12:00:00Z,UA,408,135,-6,76,EWR,MCO,937,7,1,8,Mon
2013-07-01T12:00:00Z,B6,2280,44,-10,-8,EWR,BOS,200,7,1,8,Mon
2013-07-01T12:00:00Z,MQ,3370,61,12,58,JFK,DCA,213,7,1,8,Mon
2013-07-01T12:00:00Z,EV,4714,86,-4,71,EWR,CLT,529,7,1,8,Mon
2013-07-01T12:00:00Z,9E,3521,115,-1,67,JFK,ORD,740,7,1,8,Mon
2013-07-01T12:00:00Z,UA,443,297,-7,-13,JFK,LAX,2475,7,1,8,Mon
2013-07-01T12:00:00Z,EV,4583,47,-8,73,EWR,PWM,284,7,1,8,Mon
2013-07-01T12:00:00Z,EV,5817,144,5,116,EWR,MEM,946,7,1,8,Mon
2013-07-01T10:00:00Z,B6,2802,54,128,148,JFK,BUF,301,7,1,6,Mon
2013-07-01T12:00:00Z,MQ,3419,122,-2,119,LGA,ATL,762,7,1,8,Mon
2013-07-01T12:00:00Z,UA,421,313,-1,41,EWR,SFO,2565,7,1,8,Mon
2013-07-01T12:00:00Z,B6,1783,146,1,45,JFK,MCO,944,7,1,8,Mon
2013-07-01T12:00:00Z,UA,1401,208,-6,97,EWR,MIA,1085,7,1,8,Mon
2013-07-01T12:00:00Z,US,1429,85,-2,106,LGA,CLT,544,7,1,8,Mon
2013-07-01T12:00:00Z,EV,4181,142,-10,66,EWR,MCI,1092,7,1,8,Mon
2013-07-01T12:00:00Z,DL,301,199,-6,24,JFK,SJU,1598,7,1,8,Mon
2013-07-01T12:00:00Z,MQ,3363,74,16,48,JFK,RDU,427,7,1,8,Mon
2013-07-01T12:00:00Z,AA,313,106,-4,79,LGA,ORD,733,7,1,8,Mon
2013-07-01T12:00:00Z,MQ,3272,76,16,22,LGA,CLE,419,7,1,8,Mon
2013-07-01T12:00:00Z,UA,1643,205,-7,36,EWR,DEN,1605,7,1,8,Mon
2013-07-01T11:00:00Z,B6,683,144,78,129,JFK,MCO,944,7,1,7,Mon
2013-07-01T12:00:00Z,9E,3427,79,-1,67,JFK,DCA,213,7,1,8,Mon
2013-07-01T12:00:00Z,B6,15,325,-4,19,JFK,SFO,2586,7,1,8,Mon
2013-07-01T12:00:00Z,B6,219,81,19,37,JFK,CLT,541,7,1,8,Mon
2013-07-01T13:00:00Z,DL,1885,148,-6,104,LGA,MCO,950,7,1,9,Mon
2013-07-01T13:00:00Z,DL,485,116,-6,79,EWR,ATL,746,7,1,9,Mon
2013-07-01T12:00:00Z,UA,251,300,-2,31,EWR,SAN,2425,7,1,8,Mon
2013-07-01T13:00:00Z,US,2120,39,-6,-13,LGA,BOS,184,7,1,9,Mon
2013-07-01T12:00:00Z,UA,1216,212,-4,60,EWR,SJU,1608,7,1,8,Mon
2013-07-01T13:00:00Z,EV,5172,76,-5,61,EWR,DTW,488,7,1,9,Mon
2013-07-01T13:00:00Z,AA,1357,208,-5,10,JFK,SJU,1598,7,1,9,Mon
2013-07-01T10:00:00Z,EV,5747,60,176,215,LGA,IAD,229,7,1,6,Mon
2013-07-01T13:00:00Z,UA,382,272,-4,31,EWR,LAS,2227,7,1,9,Mon
2013-07-01T12:00:00Z,AA,647,168,2,21,JFK,MIA,1089,7,1,8,Mon
2013-07-01T13:00:00Z,US,2167,100,-3,48,LGA,DCA,214,7,1,9,Mon
2013-07-01T13:00:00Z,B6,5,164,-2,84,EWR,FLL,1065,7,1,9,Mon
2013-07-01T12:00:00Z,UA,430,195,-1,87,LGA,IAH,1416,7,1,8,Mon
2013-07-01T13:00:00Z,UA,732,299,0,42,EWR,LAX,2454,7,1,9,Mon
2013-07-01T12:00:00Z,UA,1199,40,60,121,EWR,BOS,200,7,1,8,Mon
2013-07-01T12:00:00Z,EV,4486,96,16,105,EWR,CVG,569,7,1,8,Mon
2013-07-01T13:00:00Z,DL,120,302,2,-15,JFK,LAX,2475,7,1,9,Mon
2013-07-01T13:00:00Z,DL,1057,183,0,140,LGA,MIA,1096,7,1,9,Mon
2013-07-01T12:00:00Z,MQ,3531,79,55,137,LGA,RDU,431,7,1,8,Mon
2013-07-01T13:00:00Z,AA,1,309,-3,-1,JFK,LAX,2475,7,1,9,Mon
2013-07-01T13:00:00Z,VX,161,291,1,30,EWR,LAX,2454,7,1,9,Mon
2013-07-01T13:00:00Z,B6,63,312,18,69,JFK,SEA,2422,7,1,9,Mon
2013-07-01T13:00:00Z,DL,1443,308,-7,77,JFK,SEA,2422,7,1,9,Mon
2013-07-01T13:00:00Z,B6,116,50,-6,7,JFK,SYR,209,7,1,9,Mon
2013-07-01T13:00:00Z,B6,223,295,-7,0,JFK,LAX,2475,7,1,9,Mon
2013-07-01T13:00:00Z,DL,867,40,14,12,JFK,BOS,187,7,1,9,Mon
2013-07-01T13:00:00Z,DL,181,94,27,22,LGA,DTW,502,7,1,9,Mon
2013-07-01T10:00:00Z,EV,5716,49,214,262,JFK,IAD,228,7,1,6,Mon
2013-07-01T13:00:00Z,B6,189,292,35,19,JFK,SAN,2446,7,1,9,Mon
2013-07-01T13:00:00Z,VX,407,296,15,3,JFK,LAX,2475,7,1,9,Mon
2013-07-01T10:00:00Z,EV,5109,115,193,243,EWR,ATL,746,7,1,6,Mon
2013-07-01T13:00:00Z,B6,795,208,16,47,JFK,AUS,1521,7,1,9,Mon
2013-07-01T13:00:00Z,9E,3871,103,-3,55,LGA,CAE,617,7,1,9,Mon
2013-07-01T12:00:00Z,FL,346,119,99,168,LGA,ATL,762,7,1,8,Mon
2013-07-01T13:00:00Z,AA,731,194,-6,41,LGA,DFW,1389,7,1,9,Mon
2013-07-01T13:00:00Z,9E,4060,87,-3,39,LGA,DAY,549,7,1,9,Mon
2013-07-01T14:00:00Z,US,2169,49,-8,56,LGA,DCA,214,7,1,10,Mon
2013-07-01T13:00:00Z,US,1222,87,-2,44,LGA,CLT,544,7,1,9,Mon
2013-07-01T12:00:00Z,DL,1747,118,59,106,LGA,ATL,762,7,1,8,Mon
2013-07-01T13:00:00Z,9E,3608,33,19,37,JFK,PHL,94,7,1,9,Mon
2013-07-01T14:00:00Z,DL,1765,313,-1,33,JFK,SFO,2586,7,1,10,Mon
2013-07-01T13:00:00Z,VX,251,275,9,6,JFK,LAS,2248,7,1,9,Mon
2013-07-01T14:00:00Z,UA,478,107,-1,34,LGA,ORD,733,7,1,10,Mon
2013-07-01T14:00:00Z,UA,510,314,-1,16,JFK,SFO,2586,7,1,10,Mon
2013-07-01T13:00:00Z,WN,1983,210,30,51,EWR,AUS,1504,7,1,9,Mon
2013-07-01T14:00:00Z,HA,51,588,5,57,JFK,HNL,4983,7,1,10,Mon
2013-07-01T13:00:00Z,B6,586,59,36,56,JFK,ROC,264,7,1,9,Mon
2013-07-01T13:00:00Z,WN,2431,108,25,54,LGA,MDW,725,7,1,9,Mon
2013-07-01T10:00:00Z,US,1772,81,217,214,EWR,CLT,529,7,1,6,Mon
2013-07-01T13:00:00Z,B6,1634,48,69,85,JFK,BTV,266,7,1,9,Mon
2013-07-01T14:00:00Z,AA,325,103,-6,16,LGA,ORD,733,7,1,10,Mon
2013-07-01T13:00:00Z,9E,4065,109,40,77,LGA,SDF,659,7,1,9,Mon
2013-07-01T13:00:00Z,AA,317,104,36,51,LGA,ORD,733,7,1,9,Mon
2013-07-01T14:00:00Z,US,604,266,-4,6,EWR,PHX,2133,7,1,10,Mon
2013-07-01T14:00:00Z,AA,179,333,-6,31,JFK,SFO,2586,7,1,10,Mon
2013-07-01T13:00:00Z,B6,483,147,25,58,JFK,MCO,944,7,1,9,Mon
2013-07-01T13:00:00Z,DL,2379,172,72,123,LGA,FLL,1076,7,1,9,Mon
2013-07-01T14:00:00Z,US,1444,84,12,17,JFK,CLT,541,7,1,10,Mon
2013-07-01T13:00:00Z,UA,1740,204,73,84,EWR,IAH,1400,7,1,9,Mon
2013-07-01T14:00:00Z,AA,19,309,-1,-2,JFK,LAX,2475,7,1,10,Mon
2013-07-01T14:00:00Z,DL,1529,287,-1,54,JFK,LAS,2248,7,1,10,Mon
2013-07-01T14:00:00Z,B6,1,176,1,114,JFK,FLL,1069,7,1,10,Mon
2013-07-01T14:00:00Z,DL,2343,121,0,23,EWR,ATL,746,7,1,10,Mon
2013-07-01T14:00:00Z,US,196,271,2,-1,JFK,PHX,2153,7,1,10,Mon
2013-07-01T13:00:00Z,WN,1098,102,52,73,LGA,MKE,738,7,1,9,Mon
2013-07-01T14:00:00Z,UA,1170,157,33,42,EWR,FLL,1065,7,1,10,Mon
2013-07-01T14:00:00Z,UA,1532,311,4,-28,EWR,SFO,2565,7,1,10,Mon
2013-07-01T14:00:00Z,FL,353,63,31,64,LGA,CAK,397,7,1,10,Mon
2013-07-01T14:00:00Z,AA,1879,179,-1,41,LGA,MIA,1096,7,1,10,Mon
2013-07-01T14:00:00Z,B6,53,157,5,119,JFK,PBI,1028,7,1,10,Mon
